LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
18.463,120.002,17.14,2953,1,38
18.767,120.673,16.85,2876,172,37
3.066,126.466,16.81,6895,1655,37
18.217,120.195,16.08,3016,50,35
11.218,125.776,16.06,4808,1479,35
0.018,120.078,15.92,7675,20,35
3.998,120.724,15.78,6657,185,35
13.795,126.173,15.61,4148,1580,34
0.167,121.823,15.48,7637,467,34
18.779,124.651,15.11,2873,1191,33
15.578,122.657,14.86,3692,680,33
26.761,120.966,14.83,829,247,33
9.204,122.108,14.78,5324,540,32
15.471,132.136,14.75,3719,3107,32
1.014,129.362,14.67,7420,2397,32
12.887,122.547,14.35,4381,652,31
25.064,124.294,14.28,1264,1099,31
22.37,120.259,14.13,1953,66,31
12.514,123.938,14.09,4476,1008,31
17.779,125.762,14.06,3129,1475,31
20.19,126.063,14.0,2511,1552,31
3.254,120.497,13.94,6847,127,31
24.447,133.007,13.75,1422,3330,30
4.232,123.447,13.67,6597,882,30
5.133,120.267,13.66,6366,68,30
17.57,120.716,13.47,3182,183,30
27.527,121.919,13.37,633,491,29
20.45,133.233,13.15,2445,3388,29
22.586,133.354,13.08,1898,3419,29
11.647,124.324,12.66,4698,1107,28
4.862,133.255,12.55,6435,3393,28
9.622,121.382,12.43,5217,354,27
1.702,127.753,12.29,7244,1985,27
6.232,128.096,11.83,6085,2073,26
3.634,121.395,11.76,6750,357,26
0.801,127.269,11.73,7475,1861,26
8.121,126.523,11.69,5601,1670,26
1.883,132.08,11.56,7198,3092,25
1.091,130.99,11.54,7401,2813,25
5.477,134.412,11.52,6278,3689,25
0.923,122.922,11.31,7444,748,25
23.954,122.248,11.28,1548,575,25
2.146,120.704,11.23,7131,180,25
0.975,132.853,11.15,7430,3290,25
0.846,122.997,11.11,7463,767,24
5.155,134.415,10.82,6360,3690,24
6.372,120.547,10.69,6049,140,24
15.337,129.283,10.66,3754,2376,24
13.022,124.243,10.63,4346,1086,23
16.092,123.134,10.58,3560,802,23
18.266,131.992,10.54,3004,3070,23
15.492,123.314,10.52,3714,848,23
13.704,123.116,10.42,4172,798,23
18.985,123.284,10.37,2820,841,23
19.05,124.978,10.31,2803,1274,23
25.574,120.356,10.23,1133,91,23
10.311,128.566,10.2,5040,2193,23
0.07,123.251,10.07,7662,832,22
3.692,120.097,9.77,6735,25,22
17.369,132.828,9.76,3234,3284,22
24.591,124.548,9.64,1385,1164,21
13.368,125.181,9.52,4258,1326,21
19.085,125.847,9.44,2794,1497,21
17.088,128.288,9.41,3305,2122,21
23.467,120.888,9.38,1672,227,21
5.824,132.326,9.24,6189,3155,20
3.827,134.761,9.16,6700,3779,20
2.799,120.169,9.04,6963,43,20
18.942,128.741,8.96,2831,2238,20
4.912,133.951,8.95,6423,3571,20
13.759,128.318,8.92,4158,2129,20
4.671,134.863,8.91,6484,3805,20
7.715,126.977,8.85,5705,1786,20
28.977,131.837,8.72,262,3030,19
0.777,120.881,8.68,7481,226,19
4.681,126.418,8.65,6482,1643,19
8.636,126.329,8.6,5469,1620,19
5.247,131.372,8.58,6337,2911,19
4.941,124.513,8.5,6415,1155,19
0.397,120.813,8.46,7578,208,19
0.803,121.755,8.41,7474,449,19
12.348,124.632,8.34,4519,1186,19
3.926,128.088,8.23,6675,2071,18
8.604,128.08,8.16,5477,2068,18
13.849,122.169,8.12,4135,555,18
8.641,123.313,8.11,5468,848,18
19.054,131.712,8.07,2802,2998,18
21.949,120.226,8.05,2061,58,18
11.746,121.271,8.03,4673,325,18
4.75,123.843,7.89,6464,984,18
15.489,125.28,7.84,3715,1352,17
8.62,128.688,7.81,5473,2224,17
1.862,125.918,7.73,7203,1515,17
4.385,131.385,7.71,6557,2915,17
26.186,133.617,7.61,976,3486,17
15.16,134.832,7.59,3799,3797,17
11.536,121.129,7.59,4727,289,17
9.345,134.367,7.58,5288,3678,17
10.05,121.28,7.53,5107,328,17
0.205,128.296,7.51,7628,2124,17
3.313,120.302,7.51,6832,77,17
13.479,123.938,7.45,4229,1008,17
1.361,120.229,7.44,7332,59,17
14.861,129.624,7.39,3876,2464,16
14.765,131.069,7.34,3900,2834,16
8.352,132.044,7.29,5542,3083,16
4.127,125.033,7.23,6623,1288,16
2.962,129.725,7.2,6922,2490,16
16.261,125.886,7.2,3517,1507,16
3.39,133.616,7.19,6812,3486,16
1.085,132.852,7.16,7402,3290,16
19.165,128.26,7.15,2774,2115,16
6.39,122.519,7.08,6044,645,16
29.73,130.676,7.04,69,2733,16
2.271,126.751,7.0,7099,1728,16
14.16,132.208,7.0,4055,3125,16
22.65,121.204,7.0,1882,308,16
0.013,122.912,6.96,7677,745,16
13.759,126.718,6.93,4158,1720,15
8.226,127.167,6.93,5574,1835,15
6.071,128.99,6.93,6126,2301,15
15.316,132.981,6.89,3759,3323,15
8.939,131.84,6.88,5392,3031,15
6.543,123.295,6.88,6005,844,15
27.221,130.379,6.85,711,2657,15
8.696,129.378,6.81,5454,2401,15
6.661,127.819,6.77,5975,2002,15
26.942,129.628,6.75,783,2465,15
13.769,126.886,6.73,4155,1763,15
5.178,122.53,6.73,6354,648,15
15.314,120.105,6.7,3760,27,15
0.317,122.39,6.68,7599,612,15
3.66,133.22,6.67,6743,3384,15
2.888,128.132,6.66,6941,2082,15
16.223,123.383,6.65,3527,866,15
17.496,130.727,6.65,3201,2746,15
2.355,127.96,6.64,7077,2038,15
8.122,133.739,6.64,5601,3517,15
4.544,133.311,6.62,6517,3408,15
6.906,134.365,6.62,5912,3677,15
7.398,130.166,6.59,5786,2602,15
22.616,123.628,6.53,1890,929,15
23.976,133.9,6.5,1542,3558,15
1.234,125.468,6.47,7364,1400,14
0.519,120.25,6.45,7547,64,14
5.879,132.956,6.43,6175,3317,14
16.903,132.653,6.43,3353,3239,14
12.542,124.119,6.4,4469,1054,14
0.484,123.363,6.39,7556,861,14
8.755,132.951,6.38,5439,3315,14
9.249,122.239,6.37,5312,573,14
17.849,120.498,6.36,3111,127,14
7.921,132.424,6.32,5652,3181,14
1.694,124.564,6.3,7246,1168,14
2.424,122.295,6.3,7059,588,14
1.453,127.402,6.29,7308,1895,14
11.65,121.19,6.28,4698,305,14
29.136,131.016,6.28,221,2820,14
9.06,122.189,6.27,5361,560,14
6.731,120.343,6.26,5957,88,14
11.55,128.491,6.24,4723,2174,14
0.13,128.449,6.21,7647,2163,14
12.317,130.466,6.21,4527,2679,14
2.956,120.795,6.21,6923,204,14
17.11,122.031,6.19,3300,520,14
0.265,124.922,6.17,7612,1260,14
22.1,124.041,6.16,2022,1034,14
14.448,127.653,6.13,3981,1959,14
9.126,134.03,6.12,5344,3592,14
24.415,120.067,6.12,1430,17,14
3.873,122.672,6.06,6689,684,14
15.011,126.106,6.06,3837,1563,14
13.116,121.217,6.05,4322,312,14
1.457,121.639,6.05,7307,420,14
1.102,121.65,6.04,7398,422,14
5.384,121.135,6.03,6302,291,14
10.229,132.955,6.0,5061,3316,13
12.03,133.507,5.95,4600,3458,13
1.247,120.125,5.92,7361,32,13
23.669,120.488,5.9,1621,125,13
26.752,121.807,5.87,831,463,13
8.162,128.379,5.85,5591,2145,13
2.577,128.283,5.83,7020,2120,13
4.572,133.497,5.83,6510,3455,13
11.628,131.825,5.82,4703,3027,13
14.373,123.335,5.82,4001,854,13
2.053,126.827,5.81,7154,1748,13
10.538,129.943,5.75,4982,2545,13
28.283,121.239,5.72,440,317,13
15.364,123.335,5.7,3747,854,13
1.208,128.67,5.67,7371,2220,13
22.909,121.221,5.67,1815,313,13
4.615,121.494,5.61,6499,382,13
23.841,126.3,5.6,1577,1613,13
6.383,128.755,5.57,6046,2241,13
2.611,134.288,5.56,7012,3658,13
15.182,132.198,5.53,3793,3123,12
0.072,129.926,5.52,7662,2541,12
12.128,127.07,5.49,4575,1810,12
26.176,127.619,5.48,979,1950,12
9.295,126.664,5.46,5300,1706,12
18.064,132.447,5.46,3056,3186,12
6.574,127.142,5.45,5997,1828,12
3.511,121.521,5.42,6781,389,12
26.305,123.97,5.4,946,1016,12
20.471,133.668,5.36,2439,3499,12
3.863,132.719,5.36,6691,3256,12
0.702,122.668,5.36,7500,683,12
0.259,122.399,5.35,7614,614,12
1.221,122.777,5.34,7367,711,12
4.633,133.525,5.34,6494,3462,12
14.344,123.247,5.32,4008,831,12
22.128,126.405,5.29,2015,1640,12
8.027,124.965,5.29,5625,1271,12
4.152,124.32,5.29,6617,1106,12
0.941,121.848,5.25,7439,473,12
1.222,122.471,5.24,7367,633,12
4.773,121.367,5.24,6458,350,12
28.064,125.66,5.21,496,1449,12
3.257,128.366,5.2,6846,2142,12
11.701,122.06,5.19,4685,527,12
20.764,131.808,5.18,2364,3023,12
22.867,122.928,5.17,1826,750,12
7.231,121.514,5.14,5829,388,12
3.558,132.525,5.14,6769,3206,12
11.296,127.729,5.13,4788,1979,12
12.782,125.36,5.12,4408,1372,12
29.463,122.269,5.11,137,581,12
27.046,124.098,5.11,756,1049,12
13.646,134.422,5.03,4187,3692,11
1.348,120.103,5.03,7335,26,11
0.267,121.55,5.03,7612,397,11
11.441,121.006,5.02,4751,258,11
9.026,128.947,5.0,5369,2290,11
3.061,126.288,4.99,6896,1610,11
4.571,130.319,4.96,6510,2642,11
9.93,129.216,4.95,5138,2359,11
11.603,121.155,4.94,4710,296,11
1.578,120.41,4.94,7276,105,11
6.182,125.011,4.91,6097,1283,11
11.36,123.84,4.89,4772,983,11
1.234,122.292,4.88,7364,587,11
15.556,123.432,4.87,3698,879,11
3.165,132.059,4.84,6870,3087,11
13.543,127.166,4.84,4213,1834,11
18.644,123.66,4.83,2907,937,11
6.081,122.989,4.83,6123,765,11
11.425,121.152,4.82,4755,295,11
7.022,130.248,4.8,5882,2623,11
8.851,126.188,4.8,5414,1584,11
14.109,129.924,4.78,4068,2541,11
25.085,130.368,4.78,1258,2654,11
13.257,130.347,4.75,4286,2649,11
0.673,127.625,4.73,7508,1952,11
3.84,121.474,4.72,6697,377,11
1.078,130.515,4.72,7404,2692,11
4.223,120.723,4.7,6599,185,11
17.988,122.792,4.69,3075,715,11
17.399,123.388,4.68,3226,867,11
6.769,128.427,4.65,5947,2157,11
10.937,128.683,4.65,4880,2223,11
27.464,124.435,4.64,649,1135,11
19.4,129.897,4.64,2714,2534,11
2.165,124.687,4.63,7126,1200,10
8.836,130.035,4.61,5418,2569,10
0.724,120.036,4.61,7495,9,10
8.625,130.888,4.61,5472,2787,10
2.24,121.419,4.61,7107,363,10
25.927,127.25,4.61,1043,1856,10
8.812,131.564,4.59,5424,2960,10
19.962,125.446,4.59,2570,1394,10
17.704,125.984,4.58,3148,1532,10
29.068,121.485,4.56,239,380,10
12.496,122.58,4.55,4481,660,10
24.217,120.164,4.53,1480,42,10
14.405,123.402,4.51,3992,871,10
12.963,130.331,4.51,4361,2645,10
28.525,121.841,4.5,378,471,10
0.754,128.388,4.49,7487,2147,10
15.188,125.882,4.49,3792,1506,10
11.368,132.572,4.48,4770,3218,10
1.748,120.494,4.46,7233,126,10
14.941,134.803,4.43,3855,3790,10
21.721,128.915,4.42,2119,2282,10
13.867,124.559,4.4,4130,1167,10
9.875,122.591,4.39,5152,663,10
13.553,133.225,4.37,4210,3386,10
26.406,128.66,4.37,920,2217,10
8.975,129.72,4.35,5382,2488,10
7.339,121.877,4.35,5801,481,10
12.307,125.97,4.33,4529,1528,10
12.653,128.03,4.33,4441,2056,10
2.668,125.415,4.33,6997,1386,10
3.079,129.204,4.32,6892,2356,10
15.793,121.73,4.31,3637,443,10
29.502,125.626,4.31,127,1440,10
13.931,123.317,4.3,4114,849,10
3.203,120.761,4.29,6860,195,10
12.6,123.01,4.28,4454,771,10
11.743,125.315,4.28,4674,1361,10
16.126,125.845,4.26,3552,1496,10
6.414,123.775,4.25,6038,966,10
12.546,127.305,4.24,4468,1870,10
6.602,134.664,4.23,5990,3754,10
18.74,128.966,4.21,2883,2295,10
23.674,133.204,4.19,1619,3380,10
3.972,124.543,4.17,6663,1163,10
21.374,128.713,4.17,2208,2231,10
16.205,129.877,4.16,3532,2529,9
15.162,131.963,4.15,3799,3063,9
12.128,122.394,4.14,4575,613,9
14.893,123.296,4.13,3867,844,9
1.101,121.388,4.13,7398,355,9
5.388,123.363,4.12,6301,861,9
0.332,133.367,4.12,7595,3422,9
11.751,120.982,4.12,4672,251,9
8.176,131.234,4.11,5587,2876,9
9.398,124.628,4.1,5274,1185,9
1.519,122.131,4.09,7291,546,9
6.758,126.087,4.06,5950,1558,9
28.961,124.476,4.06,266,1146,9
25.506,121.356,4.05,1150,347,9
1.663,120.289,4.05,7254,74,9
2.408,126.806,4.05,7064,1742,9
4.163,124.744,4.03,6614,1214,9
24.86,134.183,4.0,1316,3631,9
24.872,125.263,3.98,1313,1347,9
27.078,126.162,3.98,748,1577,9
6.372,131.855,3.98,6049,3035,9
22.022,132.954,3.98,2042,3316,9
12.493,130.629,3.98,4482,2721,9
0.151,133.772,3.97,7641,3526,9
5.6,129.763,3.96,6246,2499,9
29.66,129.852,3.96,87,2522,9
9.181,129.28,3.96,5330,2376,9
8.703,122.884,3.95,5452,738,9
3.212,123.131,3.94,6858,802,9
10.711,133.546,3.92,4938,3468,9
13.659,127.844,3.9,4183,2008,9
12.321,121.755,3.89,4526,449,9
1.178,132.851,3.87,7378,3290,9
2.37,128.16,3.86,7073,2089,9
14.926,133.519,3.86,3859,3461,9
12.447,130.358,3.86,4494,2652,9
0.59,123.41,3.86,7529,873,9
0.299,120.872,3.86,7603,223,9
2.852,128.182,3.85,6950,2095,9
0.848,128.11,3.85,7463,2076,9
13.187,126.469,3.84,4304,1656,9
7.422,121.293,3.84,5780,331,9
22.112,127.669,3.83,2019,1963,9
28.495,124.394,3.82,385,1125,9
9.525,121.665,3.82,5242,426,9
9.393,129.691,3.8,5275,2481,9
3.802,122.675,3.8,6707,685,9
22.359,131.932,3.79,1956,3055,9
1.004,131.61,3.76,7423,2972,9
7.754,127.077,3.75,5695,1812,9
21.685,120.363,3.74,2129,93,9
14.924,124.018,3.74,3859,1029,9
2.916,122.254,3.74,6934,577,9
11.05,124.661,3.72,4851,1193,9
13.79,133.011,3.71,4150,3331,9
1.716,131.693,3.7,7241,2993,8
5.565,124.092,3.69,6255,1048,8
2.837,126.66,3.69,6954,1705,8
23.626,122.565,3.69,1632,657,8
22.041,123.299,3.68,2038,845,8
29.98,120.14,3.67,5,36,8
4.238,120.501,3.67,6595,128,8
2.37,127.116,3.65,7073,1822,8
23.66,130.487,3.64,1623,2685,8
12.858,125.039,3.64,4388,1290,8
13.367,124.371,3.63,4258,1119,8
25.396,130.486,3.63,1179,2684,8
23.787,126.383,3.62,1591,1634,8
8.289,123.625,3.62,5558,928,8
4.363,132.682,3.62,6563,3247,8
14.73,129.73,3.62,3909,2491,8
6.97,120.695,3.6,5896,178,8
11.183,120.242,3.58,4817,62,8
11.933,120.541,3.57,4625,138,8
15.461,124.297,3.56,3722,1100,8
9.341,132.723,3.56,5289,3257,8
22.829,123.944,3.55,1836,1010,8
15.964,132.792,3.55,3593,3275,8
21.328,120.842,3.54,2220,216,8
14.009,126.797,3.54,4094,1740,8
14.085,123.452,3.54,4074,884,8
0.907,122.407,3.52,7448,616,8
17.828,134.001,3.52,3116,3584,8
4.696,134.35,3.52,6478,3674,8
23.323,129.905,3.5,1709,2536,8
22.093,121.466,3.49,2024,375,8
10.218,124.718,3.49,5064,1208,8
5.841,123.815,3.49,6185,977,8
17.845,121.861,3.48,3112,476,8
22.675,134.542,3.48,1875,3723,8
21.879,134.13,3.48,2079,3617,8
2.703,123.432,3.48,6988,879,8
12.072,130.322,3.48,4590,2642,8
8.818,122.249,3.47,5423,576,8
17.653,121.47,3.47,3161,376,8
0.488,133.453,3.46,7555,3444,8
8.786,126.159,3.45,5431,1577,8
11.491,130.943,3.44,4738,2801,8
10.129,125.621,3.44,5087,1439,8
3.528,133.244,3.44,6777,3390,8
2.801,120.016,3.43,6963,4,8
1.661,129.333,3.43,7255,2389,8
27.358,131.742,3.43,676,3006,8
2.721,125.572,3.41,6983,1426,8
24.842,122.827,3.41,1320,724,8
12.752,125.406,3.4,4415,1384,8
9.596,126.777,3.4,5223,1735,8
0.796,126.487,3.38,7476,1661,8
5.475,120.162,3.38,6278,41,8
10.878,132.798,3.38,4895,3276,8
6.248,123.266,3.38,6081,836,8
9.336,127.264,3.37,5290,1860,8
9.874,127.663,3.36,5152,1962,8
18.642,121.087,3.36,2908,278,8
5.685,124.563,3.36,6225,1168,8
6.399,123.725,3.36,6042,954,8
12.869,130.124,3.35,4386,2592,8
11.88,131.696,3.34,4639,2994,8
16.328,132.058,3.31,3500,3087,8
0.556,120.252,3.3,7538,65,8
10.968,132.444,3.3,4872,3186,8
5.751,130.312,3.3,6208,2640,8
20.834,125.444,3.29,2346,1394,8
0.983,120.609,3.29,7428,156,8
11.107,125.102,3.28,4837,1306,8
4.06,133.014,3.27,6641,3332,8
7.213,121.604,3.27,5833,411,8
23.947,120.455,3.26,1550,116,8
23.641,122.379,3.26,1628,609,8
5.258,120.923,3.25,6334,236,8
11.945,126.595,3.24,4622,1688,7
28.896,127.831,3.24,283,2005,7
15.682,130.314,3.23,3665,2640,7
6.212,121.127,3.22,6090,289,7
2.965,122.538,3.21,6921,650,7
2.464,121.77,3.21,7049,453,7
10.937,131.134,3.21,4880,2850,7
22.547,130.79,3.21,1908,2762,7
15.371,134.971,3.21,3745,3833,7
12.415,120.653,3.21,4502,167,7
6.104,124.639,3.2,6117,1188,7
22.325,133.504,3.2,1965,3457,7
28.025,126.75,3.18,506,1728,7
25.101,123.318,3.18,1254,849,7
10.013,128.297,3.18,5117,2124,7
5.738,133.45,3.17,6211,3443,7
21.68,132.691,3.15,2130,3249,7
8.597,129.999,3.15,5479,2560,7
28.261,128.197,3.14,445,2098,7
26.076,126.488,3.14,1005,1661,7
25.034,126.027,3.14,1271,1543,7
15.375,123.044,3.14,3744,779,7
9.493,125.145,3.14,5250,1317,7
20.727,121.032,3.13,2374,264,7
11.961,123.236,3.11,4618,828,7
6.659,122.889,3.11,5975,740,7
2.156,133.543,3.1,7128,3467,7
8.575,129.875,3.1,5485,2528,7
9.843,124.447,3.09,5160,1138,7
8.228,123.017,3.09,5574,772,7
27.756,128.182,3.09,574,2095,7
0.914,121.723,3.08,7446,441,7
5.283,125.656,3.08,6328,1448,7
11.283,122.376,3.07,4792,608,7
26.394,134.084,3.07,923,3606,7
5.289,132.809,3.07,6326,3279,7
14.912,124.922,3.07,3863,1260,7
5.234,120.038,3.06,6340,10,7
15.061,123.38,3.06,3824,865,7
24.841,121.099,3.06,1321,281,7
10.851,134.588,3.06,4902,3735,7
0.625,123.93,3.06,7520,1006,7
11.612,121.329,3.06,4707,340,7
10.043,121.011,3.05,5109,259,7
9.236,122.875,3.05,5316,736,7
0.702,123.529,3.05,7500,903,7
4.894,124.268,3.05,6427,1093,7
9.02,124.164,3.04,5371,1066,7
12.706,122.884,3.03,4427,738,7
5.664,128.758,3.03,6230,2242,7
10.111,120.53,3.03,5092,136,7
3.825,123.601,3.02,6701,922,7
17.776,123.213,3.02,3129,823,7
16.041,123.036,3.01,3574,777,7
9.791,128.31,3.01,5174,2127,7
8.337,129.529,3.0,5546,2439,7
15.477,126.331,3.0,3718,1621,7
15.136,128.803,3.0,3805,2254,7
29.342,123.515,3.0,168,900,7
0.86,126.85,2.99,7460,1754,7
7.759,122.147,2.98,5694,550,7
21.164,131.203,2.98,2262,2868,7
9.646,129.766,2.98,5211,2500,7
25.166,132.749,2.98,1238,3264,7
11.622,126.238,2.98,4705,1597,7
17.925,132.414,2.97,3091,3178,7
23.502,121.096,2.97,1663,281,7
20.493,126.541,2.96,2434,1674,7
9.722,131.743,2.96,5191,3006,7
9.274,134.679,2.95,5306,3758,7
20.632,133.098,2.95,2398,3353,7
18.448,128.981,2.95,2957,2299,7
9.514,134.432,2.94,5244,3695,7
10.231,125.041,2.93,5061,1290,7
3.301,129.042,2.93,6835,2315,7
15.54,124.447,2.93,3702,1138,7
6.468,132.586,2.93,6024,3222,7
6.44,123.611,2.93,6031,924,7
6.359,120.975,2.92,6052,250,7
3.598,120.99,2.92,6759,253,7
1.509,122.621,2.91,7294,671,7
10.823,128.23,2.91,4909,2107,7
0.297,129.251,2.91,7604,2368,7
7.095,133.151,2.91,5864,3367,7
15.54,125.457,2.91,3702,1397,7
7.036,126.139,2.91,5879,1572,7
25.333,120.113,2.9,1195,29,7
8.085,131.947,2.9,5610,3058,7
0.722,131.142,2.9,7495,2852,7
12.737,124.388,2.9,4419,1123,7
4.578,130.863,2.9,6508,2781,7
8.527,121.785,2.89,5497,457,7
1.385,126.167,2.88,7325,1579,7
9.209,125.763,2.88,5322,1475,7
3.913,124.501,2.88,6678,1152,7
7.337,123.84,2.88,5802,983,7
23.292,131.937,2.87,1717,3056,7
14.799,131.793,2.87,3891,3019,7
16.723,120.456,2.86,3399,117,7
13.905,120.304,2.85,4120,78,7
9.612,134.681,2.85,5219,3758,7
15.8,124.885,2.85,3635,1251,7
23.084,130.066,2.85,1770,2577,7
10.951,128.461,2.84,4877,2166,7
13.904,126.477,2.84,4121,1658,7
2.943,132.523,2.83,6927,3206,7
10.927,132.029,2.83,4883,3079,7
20.912,122.562,2.83,2327,656,7
26.422,134.054,2.82,916,3598,7
23.57,132.349,2.82,1646,3161,7
3.26,124.313,2.82,6845,1104,7
6.145,123.129,2.82,6107,801,7
7.064,127.872,2.82,5872,2015,7
11.694,122.301,2.8,4686,589,7
16.292,121.666,2.8,3509,426,7
6.873,129.738,2.8,5921,2493,7
9.377,122.926,2.8,5279,749,7
20.374,132.56,2.79,2464,3215,7
7.986,127.299,2.79,5636,1869,7
0.308,122.947,2.78,7601,754,7
3.889,126.306,2.78,6684,1614,7
25.921,134.089,2.78,1044,3607,7
3.433,123.217,2.78,6801,824,7
12.013,124.285,2.78,4605,1097,7
4.073,120.545,2.78,6637,140,7
1.436,128.081,2.77,7312,2069,6
3.21,127.393,2.77,6858,1893,6
10.716,128.163,2.77,4937,2090,6
11.288,128.209,2.77,4790,2102,6
0.049,124.686,2.76,7667,1200,6
11.095,131.134,2.76,4840,2850,6
6.311,120.904,2.76,6064,231,6
3.45,132.896,2.76,6797,3301,6
8.931,125.687,2.75,5394,1456,6
7.359,134.592,2.75,5796,3736,6
20.113,124.879,2.75,2531,1249,6
12.102,126.28,2.74,4582,1608,6
26.794,122.0,2.74,821,512,6
6.697,120.479,2.74,5966,123,6
19.561,130.835,2.74,2672,2774,6
1.834,121.543,2.74,7210,395,6
8.274,125.127,2.74,5562,1313,6
0.954,133.257,2.73,7436,3394,6
1.656,127.063,2.72,7256,1808,6
13.474,122.255,2.71,4231,577,6
0.206,129.023,2.7,7627,2310,6
15.143,121.976,2.7,3803,506,6
1.293,129.044,2.7,7349,2315,6
2.35,127.86,2.7,7078,2012,6
20.566,129.965,2.69,2415,2551,6
20.286,131.383,2.69,2487,2914,6
12.091,126.47,2.69,4585,1656,6
19.422,125.605,2.68,2708,1435,6
6.424,126.336,2.68,6035,1622,6
24.706,125.449,2.67,1355,1395,6
22.256,120.038,2.67,1982,10,6
13.496,130.316,2.67,4225,2641,6
15.499,126.371,2.67,3712,1631,6
4.992,133.113,2.66,6402,3357,6
6.879,124.352,2.66,5919,1114,6
9.257,123.866,2.66,5310,990,6
10.482,120.283,2.66,4997,72,6
13.396,126.389,2.66,4251,1636,6
29.733,134.699,2.65,68,3763,6
8.303,130.129,2.65,5554,2593,6
3.894,120.331,2.64,6683,85,6
18.538,132.861,2.63,2934,3292,6
29.809,120.04,2.63,49,10,6
12.021,121.347,2.62,4603,345,6
20.369,120.531,2.61,2466,136,6
10.588,122.865,2.61,4969,733,6
4.356,127.841,2.6,6565,2007,6
8.431,128.1,2.6,5522,2074,6
6.9,121.394,2.6,5914,357,6
1.645,121.225,2.6,7259,314,6
25.586,123.291,2.6,1130,842,6
4.717,133.906,2.59,6472,3560,6
3.642,130.599,2.59,6748,2713,6
0.753,131.876,2.59,7487,3040,6
2.755,124.974,2.59,6975,1273,6
7.725,124.491,2.58,5702,1150,6
14.842,123.206,2.58,3880,821,6
18.677,133.729,2.57,2899,3515,6
19.457,120.317,2.57,2699,81,6
4.592,133.36,2.57,6504,3420,6
28.795,125.743,2.57,308,1470,6
17.963,123.453,2.57,3081,884,6
3.017,124.734,2.56,6908,1212,6
12.09,122.554,2.56,4585,654,6
21.664,132.955,2.56,2134,3316,6
28.34,120.216,2.55,425,55,6
20.32,131.385,2.55,2478,2915,6
24.738,134.351,2.55,1347,3674,6
27.624,123.449,2.55,608,883,6
22.328,125.137,2.54,1964,1315,6
3.53,126.535,2.54,6776,1673,6
26.509,134.533,2.54,894,3720,6
20.915,129.181,2.53,2326,2350,6
27.414,134.157,2.53,662,3624,6
20.124,127.777,2.52,2528,1991,6
23.927,134.847,2.52,1555,3801,6
12.486,130.436,2.52,4484,2672,6
14.633,130.578,2.52,3934,2708,6
23.448,125.408,2.52,1677,1384,6
7.937,132.226,2.52,5648,3130,6
11.705,121.601,2.5,4684,410,6
16.321,134.663,2.5,3502,3754,6
0.41,121.02,2.5,7575,261,6
16.274,128.389,2.5,3514,2148,6
0.0,120.418,2.5,7679,107,6
20.256,131.377,2.5,2494,2913,6
19.758,129.42,2.49,2622,2412,6
7.549,126.105,2.49,5747,1563,6
0.524,126.724,2.49,7546,1721,6
0.23,130.492,2.49,7621,2686,6
0.502,124.687,2.48,7551,1200,6
7.313,134.443,2.48,5808,3697,6
6.094,123.984,2.48,6120,1020,6
11.203,121.197,2.47,4812,306,6
